205.023, 129.256, 8.333, 18.041 False
204.746, 129.259, 8.333, 18.074 False
204.468, 129.262, 8.333, 18.107 False
204.190, 129.264, 8.333, 18.140 False
203.912, 129.267, 8.333, 18.173 False
203.635, 129.270, 8.333, 18.206 False
203.357, 129.273, 8.333, 18.239 False
203.079, 129.276, 8.333, 18.272 False
202.801, 129.279, 8.333, 18.305 False
202.524, 129.282, 8.333, 18.338 False
202.246, 129.285, 8.333, 18.371 False
201.968, 129.288, 8.333, 18.404 False
201.690, 129.291, 8.333, 18.437 False
201.413, 129.293, 8.333, 18.470 False
201.135, 129.298, 8.333, 18.503 False
200.857, 129.301, 8.333, 18.536 False
200.580, 129.304, 8.333, 18.569 False
200.302, 129.308, 8.333, 18.602 False
200.024, 129.311, 8.333, 18.635 False
199.746, 129.314, 8.333, 18.668 False
199.469, 129.318, 8.333, 18.701 False
199.191, 129.321, 8.333, 18.734 False
198.913, 129.324, 8.333, 18.767 False
198.635, 129.328, 8.333, 18.800 False
198.358, 129.331, 8.333, 18.833 False
198.080, 129.335, 8.333, 18.866 False
197.802, 129.338, 8.333, 18.899 False
197.524, 129.341, 8.333, 18.932 False
197.247, 129.345, 8.333, 18.965 False
196.969, 129.348, 8.333, 18.998 False
196.691, 129.351, 8.333, 19.031 False
196.413, 129.355, 8.333, 19.064 False
196.136, 129.358, 8.333, 19.097 False
195.858, 129.361, 8.333, 19.130 False
195.580, 129.365, 8.333, 19.163 False
195.303, 129.368, 8.333, 19.196 False
195.025, 129.371, 8.333, 19.229 False
194.747, 129.375, 8.333, 19.262 False
194.469, 129.378, 8.333, 19.295 False
194.192, 129.381, 8.333, 19.328 False
193.914, 129.384, 8.333, 19.361 False
193.636, 129.388, 8.333, 19.394 False
193.358, 129.391, 8.333, 19.427 False
193.081, 129.394, 8.333, 19.460 False
192.803, 129.397, 8.333, 19.493 False
192.525, 129.400, 8.333, 19.526 False
192.247, 129.404, 8.333, 19.559 False
191.970, 129.407, 8.333, 19.592 False
191.692, 129.410, 8.333, 19.625 False
191.414, 129.413, 8.333, 19.658 False
191.137, 129.416, 8.333, 19.691 False
190.859, 129.419, 8.333, 19.724 False
190.581, 129.422, 8.333, 19.757 False
190.303, 129.425, 8.333, 19.790 False
190.026, 129.428, 8.333, 19.823 False
189.748, 129.431, 8.333, 19.856 False
189.470, 129.434, 8.333, 19.889 False
189.192, 129.437, 8.333, 19.922 False
188.915, 129.439, 8.333, 19.955 False
188.637, 129.441, 8.333, 19.988 False
188.359, 129.444, 8.333, 20.021 False
188.081, 129.446, 8.333, 20.054 False
187.804, 129.449, 8.333, 20.087 False
187.526, 129.451, 8.333, 20.120 False
187.248, 129.454, 8.333, 20.153 False
186.970, 129.456, 8.333, 20.186 False
186.693, 129.459, 8.333, 20.219 False
186.415, 129.461, 8.333, 20.252 False
186.137, 129.463, 8.333, 20.285 False
185.859, 129.466, 8.333, 20.318 False
185.581, 129.467, 8.333, 20.351 False
185.304, 129.469, 8.333, 20.384 False
185.026, 129.471, 8.333, 20.417 False
184.748, 129.473, 8.333, 20.450 False
184.470, 129.475, 8.333, 20.483 False
184.193, 129.477, 8.333, 20.516 False
183.915, 129.479, 8.333, 20.549 False
183.637, 129.481, 8.333, 20.582 False
183.359, 129.483, 8.333, 20.615 False
183.082, 129.485, 8.333, 20.648 False
182.804, 129.487, 8.333, 20.681 False
182.526, 129.488, 8.333, 20.714 False
182.248, 129.490, 8.333, 20.747 False
181.970, 129.492, 8.333, 20.780 False
181.693, 129.494, 8.333, 20.813 False
181.415, 129.495, 8.333, 20.846 False
181.137, 129.497, 8.333, 20.879 False
180.859, 129.499, 8.333, 20.912 False
180.582, 129.500, 8.333, 20.945 False
180.304, 129.502, 8.333, 20.978 False
180.026, 129.504, 8.333, 21.011 False
179.748, 129.505, 8.333, 21.044 False
179.470, 129.507, 8.333, 21.077 False
179.193, 129.508, 8.333, 21.110 False
178.915, 129.510, 8.333, 21.143 False
178.637, 129.511, 8.333, 21.176 False
178.359, 129.513, 8.333, 21.209 False
178.082, 129.514, 8.333, 21.242 False
177.804, 129.516, 8.333, 21.275 False
177.526, 129.517, 8.333, 21.308 False
177.248, 129.519, 8.333, 21.341 False
176.971, 129.520, 8.333, 21.374 False
176.693, 129.521, 8.333, 21.407 False
176.415, 129.523, 8.333, 21.440 False
176.137, 129.524, 8.333, 21.473 False
175.859, 129.525, 8.333, 21.506 False
175.582, 129.526, 8.333, 21.539 False
175.304, 129.528, 8.333, 21.572 False
175.026, 129.529, 8.333, 21.605 False
174.748, 129.530, 8.333, 21.638 False
174.471, 129.531, 8.333, 21.671 False
174.193, 129.532, 8.333, 21.704 False
173.915, 129.533, 8.333, 21.737 False
173.637, 129.534, 8.333, 21.770 False
173.359, 129.535, 8.333, 21.803 False
173.082, 129.536, 8.333, 21.836 False
172.804, 129.537, 8.333, 21.869 False
172.526, 129.538, 8.333, 21.902 False
172.248, 129.539, 8.333, 21.935 False
